id,po_number,supplier,origin_port,dest_fc_id,status,planned_arrival,created_at
503,PO-1502,Shanghai Home Works,CNSHA,3,OPEN,2026-10-16,2026-08-12 00:00:00+00
504,PO-1503,Klang Valley Timber,MYPKG,2,OPEN,2026-10-07,2026-08-05 00:00:00+00
505,PO-1504,Klang Valley Timber,MYPKG,3,OPEN,2026-10-14,2026-08-07 00:00:00+00
506,PO-1505,Shanghai Home Works,CNSHA,1,OPEN,2026-09-12,2026-07-22 00:00:00+00
507,PO-1506,Shanghai Home Works,CNSHA,3,OPEN,2026-09-17,2026-07-17 00:00:00+00
508,PO-1507,Shanghai Home Works,CNSHA,4,OPEN,2026-09-26,2026-08-04 00:00:00+00
509,PO-1508,Klang Valley Timber,MYPKG,4,OPEN,2026-09-22,2026-07-23 00:00:00+00
510,PO-1509,Shanghai Home Works,CNSHA,1,OPEN,2026-09-30,2026-08-11 00:00:00+00
511,PO-1510,Shanghai Home Works,CNSHA,3,OPEN,2026-10-01,2026-07-29 00:00:00+00
512,PO-1511,Saigon Furniture Co.,VNSGN,3,OPEN,2026-10-13,2026-08-08 00:00:00+00
513,PO-1512,Shanghai Home Works,CNSHA,2,OPEN,2026-10-10,2026-08-14 00:00:00+00
514,PO-1513,Shanghai Home Works,CNSHA,2,OPEN,2026-09-27,2026-08-03 00:00:00+00
515,PO-1514,Saigon Furniture Co.,VNSGN,3,OPEN,2026-10-15,2026-08-07 00:00:00+00
516,PO-1515,Shanghai Home Works,CNSHA,3,OPEN,2026-10-08,2026-08-04 00:00:00+00
